Text,Case_Folding,Cleaning_Text,Normalisasi_Text,Formalisasi_Text,Remove_Text,Stemming_Text,Tokenize_Text,Processed_Text,Polarity Score,Labels
"Yuk mari cek bersama-sama (samakan data c1 hasil yang diunggah dengan hasil di siRekap = jika sama maka tidak ada kecurangan) 

https://pemilu2024.kpu.go.id/pilpres/hitung-suara/36/3601/360120/3601202004…

#Pemilu2024 #kawalpemilu","yuk mari cek bersama-sama (samakan data c1 hasil yang diunggah dengan hasil di sirekap = jika sama maka tidak ada kecurangan) 

https://pemilu2024.kpu.go.id/pilpres/hitung-suara/36/3601/360120/3601202004…

#pemilu2024 #kawalpemilu",yuk mari cek bersama sama samakan data c hasil yang diunggah dengan hasil di sirekap  jika sama maka tidak ada kecurangan  https  pemilu kpu go id pilpres hitung suara     ,yuk mari cek bersama sama samakan data c hasil yang diunggah dengan hasil di sirekap jika sama maka tidak ada kecurangan https pemilu kpu go id pilpres hitung suara,yuk mari cek bersama sama samakan data c hasil yang diunggah dengan hasil di sirekap jika sama maka tidak ada kecurangan https pemilu kpu go id pilpres hitung suara,mari samakan data hasil diunggah hasil sirekap kecurangan https pemilu id pilpres hitung suara,mari sama data hasil unggah hasil sirekap curang https pemilu id pilpres hitung suara,"['mari', 'sama', 'data', 'hasil', 'unggah', 'hasil', 'sirekap', 'curang', 'https', 'pemilu', 'id', 'pilpres', 'hitung', 'suara']",mari sama data hasil unggah hasil sirekap curang https pemilu id pilpres hitung suara,8,Positive
"#KPUGagalJurdil

PEMILU 2 PUTARAN

#Pemilu2024
#Pilpres2024
KPU Bawaslu KPPS (( siRekap ))
RIP Demokrasi Indonesia","#kpugagaljurdil

pemilu 2 putaran

#pemilu2024
#pilpres2024
kpu bawaslu kpps (( sirekap ))
rip demokrasi indonesia",  pemilu putaran   kpu bawaslu kpps  sirekap  rip demokrasi indonesia,pemilu putaran kpu bawaslu kpps sirekap rip demokrasi indonesia,pemilu putaran kpu bawaslu kpps sirekap rip demokrasi indonesia,pemilu putaran bawaslu kpps sirekap rip demokrasi indonesia,pemilu putar bawaslu kpps sirekap rip demokrasi indonesia,"['pemilu', 'putar', 'bawaslu', 'kpps', 'sirekap', 'rip', 'demokrasi', 'indonesia']",pemilu putar bawaslu kpps sirekap rip demokrasi indonesia,-5,Negative
"Pastikan Logistik Pemilu 2024 Aman, Personil Polsek NA IX-X Laksanakan Pengamanan Di Kantor PPK Kec. Na IX-X
.
@divisihumaspolri
@poldasumaterautara
@panjinugraha93
@humaspolreslabuhanbatu","pastikan logistik pemilu 2024 aman, personil polsek na ix-x laksanakan pengamanan di kantor ppk kec. na ix-x
.
@divisihumaspolri
@poldasumaterautara
@panjinugraha93
@humaspolreslabuhanbatu",pastikan logistik pemilu aman personil polsek na ix x laksanakan pengamanan di kantor ppk kec na ix x     ,pastikan logistik pemilu aman personil polsek na ix x laksanakan pengamanan di kantor ppk kec na ix x,pastikan logistik pemilu aman personil polsek na ix x laksanakan pengamanan di kantor ppk kec na ix x,pastikan logistik pemilu aman personil polsek ix laksanakan pengamanan kantor ppk kec ix,pasti logistik pemilu aman personil polsek ix laksana aman kantor ppk kec ix,"['pasti', 'logistik', 'pemilu', 'aman', 'personil', 'polsek', 'ix', 'laksana', 'aman', 'kantor', 'ppk', 'kec', 'ix']",pasti logistik pemilu aman personil polsek ix laksana aman kantor ppk kec ix,3,Positive
"Aparat Keamanan siap untuk menjaga penyelenggaraan Pemilu 2024 di Papua sehingga masyarakat Papua dapat memberikan hak suaranya dengan aman di TPS terdekat
#papuaindonesia #pemilupapua #pemilupapuadamai #Papuabangkit #papuadamai #Papuakondusif","aparat keamanan siap untuk menjaga penyelenggaraan pemilu 2024 di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat
#papuaindonesia #pemilupapua #pemilupapuadamai #papuabangkit #papuadamai #papuakondusif",aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat      ,aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat,aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat,aparat keamanan menjaga penyelenggaraan pemilu papua masyarakat papua suaranya aman terdekat,aparat aman jaga selenggara pemilu papua masyarakat papua suara aman dekat,"['aparat', 'aman', 'jaga', 'selenggara', 'pemilu', 'papua', 'masyarakat', 'papua', 'suara', 'aman', 'dekat']",aparat aman jaga selenggara pemilu papua masyarakat papua suara aman dekat,5,Positive
"Kalapas Kelas IIA Lubuklinggau Melaksanakan Pemilihan Umum (Pemilu) Tahun 2024 Bersama Warga Binaan.
@kumhamsumsel
#Ilhamdjaya
@LPlubuklinggau
#HamdiHasibuan","kalapas kelas iia lubuklinggau melaksanakan pemilihan umum (pemilu) tahun 2024 bersama warga binaan.
@kumhamsumsel
#ilhamdjaya
@lplubuklinggau
#hamdihasibuan",kalapas kelas iia lubuklinggau melaksanakan pemilihan umum pemilu tahun bersama warga binaan     ,kalapas kelas iia lubuklinggau melaksanakan pemilihan umum pemilu tahun bersama warga binaan,kalapas kelas iia lubuklinggau melaksanakan pemilihan umum pemilu tahun bersama warga binaan,kalapas kelas iia lubuklinggau melaksanakan pemilihan pemilu warga binaan,kalapas kelas iia lubuklinggau laksana pilih pemilu warga bina,"['kalapas', 'kelas', 'iia', 'lubuklinggau', 'laksana', 'pilih', 'pemilu', 'warga', 'bina']",kalapas kelas iia lubuklinggau laksana pilih pemilu warga bina,-5,Negative
"Anti Golput, Ini Potret Para Artis yang Nyoblos di Pemilu 2024 http://dlvr.it/T2qFVS","anti golput, ini potret para artis yang nyoblos di pemilu 2024 http://dlvr.it/t2qfvs",anti golput ini potret para artis yang nyoblos di pemilu ,anti golput ini potret para artis yang nyoblos di pemilu,anti golput ini potret para artis yang nyoblos di pemilu,anti golput potret artis nyoblos pemilu,anti golput potret artis nyoblos pemilu,"['anti', 'golput', 'potret', 'artis', 'nyoblos', 'pemilu']",anti golput potret artis nyoblos pemilu,0,Neutral
"Aparat Keamanan siap untuk menjaga penyelenggaraan Pemilu 2024 di Papua sehingga masyarakat Papua dapat memberikan hak suaranya dengan aman di TPS terdekat
#papuaindonesia #pemilupapua #pemilupapuadamai #Papuabangkit #papuadamai #Papuakondusif","aparat keamanan siap untuk menjaga penyelenggaraan pemilu 2024 di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat
#papuaindonesia #pemilupapua #pemilupapuadamai #papuabangkit #papuadamai #papuakondusif",aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat      ,aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat,aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat,aparat keamanan menjaga penyelenggaraan pemilu papua masyarakat papua suaranya aman terdekat,aparat aman jaga selenggara pemilu papua masyarakat papua suara aman dekat,"['aparat', 'aman', 'jaga', 'selenggara', 'pemilu', 'papua', 'masyarakat', 'papua', 'suara', 'aman', 'dekat']",aparat aman jaga selenggara pemilu papua masyarakat papua suara aman dekat,5,Positive
"Aparat Keamanan siap untuk menjaga penyelenggaraan Pemilu 2024 di Papua sehingga masyarakat Papua dapat memberikan hak suaranya dengan aman di TPS terdekat
#papuaindonesia #pemilupapua #pemilupapuadamai #Papuabangkit #papuadamai #Papuakondusif","aparat keamanan siap untuk menjaga penyelenggaraan pemilu 2024 di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat
#papuaindonesia #pemilupapua #pemilupapuadamai #papuabangkit #papuadamai #papuakondusif",aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat      ,aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat,aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat,aparat keamanan menjaga penyelenggaraan pemilu papua masyarakat papua suaranya aman terdekat,aparat aman jaga selenggara pemilu papua masyarakat papua suara aman dekat,"['aparat', 'aman', 'jaga', 'selenggara', 'pemilu', 'papua', 'masyarakat', 'papua', 'suara', 'aman', 'dekat']",aparat aman jaga selenggara pemilu papua masyarakat papua suara aman dekat,5,Positive
"Aparat Keamanan siap untuk menjaga penyelenggaraan Pemilu 2024 di Papua sehingga masyarakat Papua dapat memberikan hak suaranya dengan aman di TPS terdekat
#papuaindonesia #pemilupapua #pemilupapuadamai #Papuabangkit #papuadamai #Papuakondusif","aparat keamanan siap untuk menjaga penyelenggaraan pemilu 2024 di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat
#papuaindonesia #pemilupapua #pemilupapuadamai #papuabangkit #papuadamai #papuakondusif",aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat      ,aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat,aparat keamanan siap untuk menjaga penyelenggaraan pemilu di papua sehingga masyarakat papua dapat memberikan hak suaranya dengan aman di tps terdekat,aparat keamanan menjaga penyelenggaraan pemilu papua masyarakat papua suaranya aman terdekat,aparat aman jaga selenggara pemilu papua masyarakat papua suara aman dekat,"['aparat', 'aman', 'jaga', 'selenggara', 'pemilu', 'papua', 'masyarakat', 'papua', 'suara', 'aman', 'dekat']",aparat aman jaga selenggara pemilu papua masyarakat papua suara aman dekat,5,Positive
Sama tuh dengan pemilu busuk 2024,sama tuh dengan pemilu busuk 2024,sama tuh dengan pemilu busuk ,sama tuh dengan pemilu busuk,sama tuh dengan pemilu busuk,pemilu busuk,pemilu busuk,"['pemilu', 'busuk']",pemilu busuk,-5,Negative
"Mantap bener orang pinter... kepinteran2 ""kaum pinter"" inilah yang membuat orang ""bodoh"" mampu mengangkangi kepinteran kalian di Pemilu 2024.","mantap bener orang pinter... kepinteran2 ""kaum pinter"" inilah yang membuat orang ""bodoh"" mampu mengangkangi kepinteran kalian di pemilu 2024.",mantap bener orang pinter  kepinteran kaum pinter inilah yang membuat orang bodoh mampu mengangkangi kepinteran kalian di pemilu ,mantap benar  orang pintar  kepinteran kaum pintar  inilah yang membuat orang bodoh mampu mengangkangi kepinteran kalian di pemilu,mantap benar orang pintar kepinteran kaum pintar inilah yang membuat orang bodoh mampu mengangkangi kepinteran kalian di pemilu,mantap orang pintar kepinteran kaum pintar orang bodoh mengangkangi kepinteran pemilu,mantap orang pintar kepinteran kaum pintar orang bodoh kangkang kepinteran pemilu,"['mantap', 'orang', 'pintar', 'kepinteran', 'kaum', 'pintar', 'orang', 'bodoh', 'kangkang', 'kepinteran', 'pemilu']",mantap orang pintar kepinteran kaum pintar orang bodoh kangkang kepinteran pemilu,5,Positive
"Update real count #Pemilu2024 data KPU!

#PemiluSerentak2024 #NusantaraMemilih #AniesImin #PrabowoGibran #GanjarMahfud #Pilpres2024 #RealCountKPU #NTVNews","update real count #pemilu2024 data kpu!

#pemiluserentak2024 #nusantaramemilih #aniesimin #prabowogibran #ganjarmahfud #pilpres2024 #realcountkpu #ntvnews",update real count  data kpu         ,update real count data kpu,update real count data kpu,update real count data,update real count data,"['update', 'real', 'count', 'data']",update real count data,-1,Negative
"Rekapitulasi Suara, Kotak Suara Pemilu 2024 Dikirim Ke Tingkat Kecamatan
#Riauonline #Riauonlinecoid #Pekanbaru #riau #RekapitulasiSuara #Pemilu2024 #TingkatKecamatan #Pemilu2024","rekapitulasi suara, kotak suara pemilu 2024 dikirim ke tingkat kecamatan
#riauonline #riauonlinecoid #pekanbaru #riau #rekapitulasisuara #pemilu2024 #tingkatkecamatan #pemilu2024",rekapitulasi suara kotak suara pemilu dikirim ke tingkat kecamatan        ,rekapitulasi suara kotak suara pemilu dikirim ke tingkat kecamatan,rekapitulasi suara kotak suara pemilu dikirim ke tingkat kecamatan,rekapitulasi suara kotak suara pemilu dikirim tingkat kecamatan,rekapitulasi suara kotak suara pemilu kirim tingkat camat,"['rekapitulasi', 'suara', 'kotak', 'suara', 'pemilu', 'kirim', 'tingkat', 'camat']",rekapitulasi suara kotak suara pemilu kirim tingkat camat,4,Positive
"Commercio Partners Investment Analyst, Dr. Ubah, Urges Adoption of E-Naira https://ratecaptain.com/commercio-partners-investment-analyst-dr-ubah-urges-adoption-of-e-naira/… 

#Pemilu2024 #OTDirecto15F #ISPR #UFC298 #yrkkh #TheTraitorsUS #ReadySetLove #ElSed #WhatsWrongWithSecretaryKimPH #Quotidien","commercio partners investment analyst, dr. ubah, urges adoption of e-naira https://ratecaptain.com/commercio-partners-investment-analyst-dr-ubah-urges-adoption-of-e-naira/… 

#pemilu2024 #otdirecto15f #ispr #ufc298 #yrkkh #thetraitorsus #readysetlove #elsed #whatswrongwithsecretarykimph #quotidien",commercio partners investment analyst dr ubah urges adoption of e naira https  ratecaptain com commercio partners investment analyst dr ubah urges adoption of e naira            ,commercio partners investment analyst dari  ubah urges adoption of e naira https ratecaptain com commercio partners investment analyst dari  ubah urges adoption of e naira,commercio partners investment analyst dari ubah urges adoption of e naira https ratecaptain com commercio partners investment analyst dari ubah urges adoption of e naira,commercio partners investment analyst ubah urges adoption naira https ratecaptain commercio partners investment analyst ubah urges adoption naira,commercio partners investment analyst ubah urges adoption naira https ratecaptain commercio partners investment analyst ubah urges adoption naira,"['commercio', 'partners', 'investment', 'analyst', 'ubah', 'urges', 'adoption', 'naira', 'https', 'ratecaptain', 'commercio', 'partners', 'investment', 'analyst', 'ubah', 'urges', 'adoption', 'naira']",commercio partners investment analyst ubah urges adoption naira https ratecaptain commercio partners investment analyst ubah urges adoption naira,0,Neutral
"拡散！皆さん参加お願いします！！
#PayPay
#PayPay倍増
#ドッカンバトル
#LGBT
#バウンティ
#原神
#競輪
#競艇
#呪術廻戦ファントムパレード ","拡散！皆さん参加お願いします！！
#paypay
#paypay倍増
#ドッカンバトル
#lgbt
#バウンティ
#原神
#競輪
#競艇
#呪術廻戦ファントムパレード",                                  ,,,,,[],,0,Neutral
"KabagOps Polresta Balikpapan, Kompol Joko Purwanto, SH, MM, Memimpin Pengecekan Tempat Pelaksanaan Rapat Pleno Rekapitulasi Hasil Pemilu 2024 di Kecamatan Balikpapan Kota","kabagops polresta balikpapan, kompol joko purwanto, sh, mm, memimpin pengecekan tempat pelaksanaan rapat pleno rekapitulasi hasil pemilu 2024 di kecamatan balikpapan kota",kabagops polresta balikpapan kompol joko purwanto sh mm memimpin pengecekan tempat pelaksanaan rapat pleno rekapitulasi hasil pemilu di kecamatan balikpapan kota,kabagops polresta balikpapan kompol joko purwanto sh mm memimpin pengecekan tempat pelaksanaan rapat pleno rekapitulasi hasil pemilu di kecamatan balikpapan kota,kabagops polresta balikpapan kompol joko purwanto sh mm memimpin pengecekan tempat pelaksanaan rapat pleno rekapitulasi hasil pemilu di kecamatan balikpapan kota,kabagops polresta balikpapan kompol joko purwanto sh mm memimpin pengecekan pelaksanaan rapat pleno rekapitulasi hasil pemilu kecamatan balikpapan kota,kabagops polresta balikpapan kompol joko purwanto sh mm pimpin kece laksana rapat pleno rekapitulasi hasil pemilu camat balikpapan kota,"['kabagops', 'polresta', 'balikpapan', 'kompol', 'joko', 'purwanto', 'sh', 'mm', 'pimpin', 'kece', 'laksana', 'rapat', 'pleno', 'rekapitulasi', 'hasil', 'pemilu', 'camat', 'balikpapan', 'kota']",kabagops polresta balikpapan kompol joko purwanto sh mm pimpin kece laksana rapat pleno rekapitulasi hasil pemilu camat balikpapan kota,8,Positive
Petugas Kelompok Penyelenggara Pemungutan Suara di Malang dan Probolinggo meninggal usai bertugas dalam Pemilu 2024. #Nusantara #AdadiKompas,petugas kelompok penyelenggara pemungutan suara di malang dan probolinggo meninggal usai bertugas dalam pemilu 2024. #nusantara #adadikompas,petugas kelompok penyelenggara pemungutan suara di malang dan probolinggo meninggal usai bertugas dalam pemilu   ,petugas kelompok penyelenggara pemungutan suara di malang dan probolinggo meninggal usai bertugas dalam pemilu,petugas kelompok penyelenggara pemungutan suara di malang dan probolinggo meninggal usai bertugas dalam pemilu,petugas kelompok penyelenggara pemungutan suara malang probolinggo meninggal bertugas pemilu,tugas kelompok selenggara mungut suara malang probolinggo tinggal tugas pemilu,"['tugas', 'kelompok', 'selenggara', 'mungut', 'suara', 'malang', 'probolinggo', 'tinggal', 'tugas', 'pemilu']",tugas kelompok selenggara mungut suara malang probolinggo tinggal tugas pemilu,-8,Negative
"PJ. Walikota Lubuklinggau Meninjau Pelaksanaan Pemilu 2024 di Lapas Kelas IIA Lubuklinggau
@kumhamsumsel
#Ilhamdjaya
@LPlubuklinggau
#HamdiHasibuan","pj. walikota lubuklinggau meninjau pelaksanaan pemilu 2024 di lapas kelas iia lubuklinggau
@kumhamsumsel
#ilhamdjaya
@lplubuklinggau
#hamdihasibuan",pj walikota lubuklinggau meninjau pelaksanaan pemilu di lapas kelas iia lubuklinggau    ,pj walikota lubuklinggau meninjau pelaksanaan pemilu di lapas kelas iia lubuklinggau,pj walikota lubuklinggau meninjau pelaksanaan pemilu di lapas kelas iia lubuklinggau,pj walikota lubuklinggau meninjau pelaksanaan pemilu lapas kelas iia lubuklinggau,pj walikota lubuklinggau tinjau laksana pemilu lapas kelas iia lubuklinggau,"['pj', 'walikota', 'lubuklinggau', 'tinjau', 'laksana', 'pemilu', 'lapas', 'kelas', 'iia', 'lubuklinggau']",pj walikota lubuklinggau tinjau laksana pemilu lapas kelas iia lubuklinggau,-3,Negative
